-5.000000e-002	-5.000000e-002	0.000000e+000	0.000000e+000	0.000000e+000	-2.308204e-005	0.000000e+000	0.000000e+000	-6.227437e-006	-2.308204e-005	-6.227437e-006	2.710505e-020
-5.000000e-002	-4.655172e-002	0.000000e+000	-2.710505e-020	0.000000e+000	-2.324691e-005	0.000000e+000	0.000000e+000	-5.837370e-006	-2.324691e-005	-5.837370e-006	0.000000e+000
-5.000000e-002	-4.310345e-002	0.000000e+000	0.000000e+000	0.000000e+000	-2.338451e-005	0.000000e+000	0.000000e+000	-5.426326e-006	-2.338451e-005	-5.426326e-006	2.710505e-020
-5.000000e-002	-3.965517e-002	0.000000e+000	2.710505e-020	0.000000e+000	-2.349976e-005	0.000000e+000	0.000000e+000	-5.001593e-006	-2.349976e-005	-5.001593e-006	0.000000e+000
-5.000000e-002	-3.620690e-002	0.000000e+000	0.000000e+000	0.000000e+000	-2.359656e-005	0.000000e+000	0.000000e+000	-4.568477e-006	-2.359656e-005	-4.568477e-006	0.000000e+000
-5.000000e-002	-3.275862e-002	0.000000e+000	0.000000e+000	0.000000e+000	-2.367795e-005	0.000000e+000	0.000000e+000	-4.130778e-006	-2.367795e-005	-4.130778e-006	0.000000e+000
-5.000000e-002	-2.931034e-002	0.000000e+000	0.000000e+000	0.000000e+000	-2.374632e-005	0.000000e+000	0.000000e+000	-3.691150e-006	-2.374632e-005	-3.691150e-006	-2.710505e-020
-5.000000e-002	-2.586207e-002	0.000000e+000	0.000000e+000	0.000000e+000	-2.380356e-005	0.000000e+000	0.000000e+000	-3.251381e-006	-2.380356e-005	-3.251381e-006	2.710505e-020
-5.000000e-002	-2.241379e-002	0.000000e+000	0.000000e+000	0.000000e+000	-2.385113e-005	0.000000e+000	0.000000e+000	-2.812601e-006	-2.385113e-005	-2.812601e-006	0.000000e+000
-5.000000e-002	-1.896552e-002	0.000000e+000	2.710505e-020	0.000000e+000	-2.389016e-005	0.000000e+000	0.000000e+000	-2.375444e-006	-2.389016e-005	-2.375444e-006	0.000000e+000
-5.000000e-002	-1.551724e-002	0.000000e+000	0.000000e+000	0.000000e+000	-2.392154e-005	0.000000e+000	0.000000e+000	-1.940167e-006	-2.392154e-005	-1.940167e-006	0.000000e+000
-5.000000e-002	-1.206897e-002	0.000000e+000	2.710505e-020	0.000000e+000	-2.394593e-005	0.000000e+000	0.000000e+000	-1.506751e-006	-2.394593e-005	-1.506751e-006	2.710505e-020
-5.000000e-002	-8.620690e-003	0.000000e+000	0.000000e+000	0.000000e+000	-2.396383e-005	0.000000e+000	0.000000e+000	-1.074969e-006	-2.396383e-005	-1.074969e-006	0.000000e+000
-5.000000e-002	-5.172414e-003	0.000000e+000	-2.710505e-020	0.000000e+000	-2.397557e-005	0.000000e+000	0.000000e+000	-6.444505e-007	-2.397557e-005	-6.444505e-007	-2.710505e-020
-5.000000e-002	-1.724138e-003	0.000000e+000	0.000000e+000	0.000000e+000	-2.398139e-005	0.000000e+000	0.000000e+000	-2.147265e-007	-2.398139e-005	-2.147265e-007	2.710505e-020
-5.000000e-002	1.724138e-003	0.000000e+000	0.000000e+000	0.000000e+000	-2.398139e-005	0.000000e+000	0.000000e+000	2.147265e-007	-2.398139e-005	2.147265e-007	2.710505e-020
-5.000000e-002	5.172414e-003	0.000000e+000	0.000000e+000	0.000000e+000	-2.397557e-005	0.000000e+000	0.000000e+000	6.444505e-007	-2.397557e-005	6.444505e-007	2.710505e-020
-5.000000e-002	8.620690e-003	0.000000e+000	-2.710505e-020	0.000000e+000	-2.396383e-005	0.000000e+000	0.000000e+000	1.074969e-006	-2.396383e-005	1.074969e-006	-2.710505e-020
-5.000000e-002	1.206897e-002	0.000000e+000	2.710505e-020	0.000000e+000	-2.394593e-005	0.000000e+000	0.000000e+000	1.506751e-006	-2.394593e-005	1.506751e-006	-2.710505e-020
